flavor,ice_cream,hot_fudge,caramel,marshmallow,whipped_cream,nuts,cherry,banana,calories
mexican vanilla,2,1.14474771997,0.418391265498,1.14474771997,0.651085243041,0.583792765233,0,6,687.343940023
triplemex,3,0.497282201294,2.00135375532,0.497282201294,0.926903813975,0.698640345407,0,11,932.870861404
triplemex,3,3.25797759537,0.22172503254,3.25797759537,1.01938589597,0.928874090152,1,10,1371.3519454
sweet cream,0,1.24129860067,0.613962419887,1.24129860067,0.891174757636,1.03616066006,1,13,534.356444214
mexican vanilla,2,2.21572105604,0.280562852884,2.21572105604,1.07906158837,0.7038879585,1,11,976.841582574
mexican vanilla,2,2.24486325055,0.833373914804,2.24486325055,1.11413443671,0.0420562691904,0,7,1006.23778881
vanilla,1,0.647402459833,0.643706703958,0.647402459833,1.15766863655,0.0354442825556,1,2,424.440183772
triplemex,3,3.37540745315,0.683377224261,3.37540745315,0.997246333267,0.793528176567,0,5,1430.01282642
triplemex,3,0.829337078246,1.26910648151,0.829337078246,0.896321230177,0.715926947257,1,3,874.667158992
mexican vanilla,2,1.26751859007,0.324399327804,1.26751859007,0.88478045304,0.519437718842,0,14,742.589676254
vanilla,1,3.21015567581,0.132786361214,3.21015567581,0.816495300045,0.656829434379,1,13,1071.83030725
sweet cream,0,3.01805394295,0.898779026456,3.01805394295,0.565019466888,1.98918937084,0,6,1023.30996398
mexican vanilla,2,0.414433537784,2.77701281677,0.414433537784,0.724823536488,1.64888887662,1,11,945.403339084
mexican vanilla,2,3.06303899647,0.989491333869,3.06303899647,0.928340910999,0.239733249307,0,6,1237.59683895
mexican vanilla,2,0.949432809439,1.01413641225,0.949432809439,0.804209058875,0.710172712007,0,6,735.420972269
vanilla,1,1.96858177019,0.554716137018,1.96858177019,0.717222706097,1.1960906707,0,6,807.895178284
triplemex,3,1.69845367714,0.0821207421267,1.69845367714,0.996429231641,0.49487637714,1,13,953.646783315
vanilla,1,1.82632719241,0.975704069624,1.82632719241,0.951960744853,0.175132362614,1,5,789.309712636
mexican vanilla,2,1.69691578256,0.755280237222,1.69691578256,0.740789779846,0.191679453088,1,19,930.031272117
sweet cream,0,3.58290260925,0.459476186777,3.58290260925,1.08427490776,0.11215410215,1,2,996.928984699
vanilla,1,1.39044018216,0.553879503632,1.39044018216,1.02818814079,0.418249897336,0,6,626.829971077
sweet cream,0,3.42226829873,1.47430521648,3.42226829873,1.00924264678,0.633542339303,0,16,1196.46391529
vanilla,1,3.27354681042,0.45871249039,3.27354681042,1.38587030667,0.703532451053,0,14,1140.45716117
vanilla,1,1.01553724832,0.582406690456,1.01553724832,0.847336003775,1.0618953432,1,19,641.118770839
sweet cream,0,1.71372422512,0.269036435021,1.71372422512,1.08071376774,0.129449649396,1,16,571.904714144
vanilla,1,3.31662993053,0.766500345037,3.31662993053,0.627322332176,0.901311325769,1,10,1189.21667933
mexican vanilla,2,1.00244765031,1.11015978478,1.00244765031,0.712713058634,0.0745881631574,1,6,738.56699292
mexican vanilla,2,0.954424792684,1.0613220892,0.954424792684,0.940524927379,0.175796219844,1,19,791.118521962
sweet cream,0,3.17022246108,0.201418532837,3.17022246108,1.19036122476,0.931952223141,1,13,951.88889615
triplemex,3,2.23561386244,0.702692416193,2.23561386244,1.19464348108,1.09628200794,1,0,1147.67857628
vanilla,1,2.48485243973,0.927110567381,2.48485243973,0.733385273374,0.7478669847,1,14,1018.54012646
triplemex,3,1.31524597117,1.25545284906,1.31524597117,1.07106976445,2.23446665456,1,14,1126.42131099
sweet cream,0,1.73082383873,0.516467734171,1.73082383873,1.05503638215,0.316266092472,0,3,549.429715489
vanilla,1,0.8448506804,0.17424671909,0.8448506804,1.15815296757,0.532184344015,0,10,460.224118905
mexican vanilla,2,1.23997637618,1.14488245706,1.23997637618,1.15205951905,0.0204364316361,0,18,855.964760337
sweet cream,0,3.25430098522,0.153162760554,3.25430098522,1.14023879835,0.065899315566,0,14,918.966536553
sweet cream,0,0.574608549882,1.14149995835,0.574608549882,1.06408668127,0.969589492869,1,10,429.869299316
mexican vanilla,2,0.281511360372,3.12483196888,0.281511360372,0.737855746989,0.106548188477,0,13,889.332890824
mexican vanilla,2,2.20720205902,0.954488913148,2.20720205902,0.87014963431,0.478111146964,1,14,1077.84060615
triplemex,3,1.90578808021,1.25421633203,1.90578808021,0.60199990474,1.27761826348,0,10,1194.27638227
sweet cream,0,2.90237809769,0.077635275335,2.90237809769,1.19883944478,0.340056734254,1,18,861.833367993
sweet cream,0,1.27183398083,0.50929542094,1.27183398083,1.09494635021,0.879214729707,0,8,487.073115636
mexican vanilla,2,1.51591323815,0.402274919286,1.51591323815,1.14860813398,0.375444711545,0,15,816.28064808
vanilla,1,1.11370006108,1.36140880097,1.11370006108,0.902367383309,0.58974200022,0,4,676.342374493
sweet cream,0,2.12462981945,0.56190857899,2.12462981945,1.15185849014,0.809880055926,1,9,718.152612429
vanilla,1,0.898762879804,1.37683754519,0.898762879804,0.840390443961,0.705878408891,1,1,623.233395725
vanilla,1,0.517661688852,2.1309503077,0.517661688852,1.03717176826,1.43809379881,0,11,721.260032454
triplemex,3,1.98467098728,1.05258713642,1.98467098728,1.08525265466,1.03404970407,1,2,1143.44032372
mexican vanilla,2,2.89265235376,0.550029549366,2.89265235376,0.750452172886,0.398946704003,1,5,1138.61847343
triplemex,3,2.1826976405,0.362556899822,2.1826976405,0.988064196233,0.533792591106,1,1,1058.65208822
sweet cream,0,2.87637697542,0.846591652046,2.87637697542,1.23419987657,1.20405735677,1,7,959.159458513
sweet cream,0,4.77696627697,0.69511725037,4.77696627697,1.5493305791,0.336318261888,1,10,1385.71971453
mexican vanilla,2,1.52430484651,1.38357779113,1.52430484651,1.04041369757,0.370457435038,0,17,974.459061628
mexican vanilla,2,2.58356505412,0.518647524972,2.58356505412,0.819343937324,1.18593118344,1,7,1106.53970295
triplemex,3,0.857370539858,0.636141263088,0.857370539858,0.877917583016,0.888897901018,0,0,772.232060143
vanilla,1,2.93142003178,1.51126479246,2.93142003178,0.870386594207,0.15597569377,1,5,1144.30660426
sweet cream,0,0.687941699373,1.75217228178,0.687941699373,1.06003425975,0.765000095675,1,10,539.541545972
mexican vanilla,2,2.69097116801,0.176054052912,2.69097116801,1.21869420761,0.321258828324,0,3,1013.96339502
mexican vanilla,2,1.44176355314,0.373979313387,1.44176355314,1.1004948832,1.10953833548,0,10,804.818661133
vanilla,1,2.51628765709,1.20133551371,2.51628765709,0.929719305786,0.479322986683,0,2,987.676145109
sweet cream,0,1.36050173801,1.46062644895,1.36050173801,0.866466382006,0.756050158585,1,12,671.953640831
mexican vanilla,2,2.92244787956,0.250177861827,2.92244787956,1.00069847022,0.321564011456,0,8,1106.2224375
triplemex,3,2.63672410713,0.868908030128,2.63672410713,0.868561129268,0.384746877196,0,4,1246.70306419
triplemex,3,1.2701275838,1.0008410739,1.2701275838,1.37780664626,1.33211546178,0,18,1046.28628329
vanilla,1,1.39618690762,1.02976897327,1.39618690762,0.634254237272,0.00810944067726,1,5,678.991578827
triplemex,3,2.7500760023,0.165064993446,2.7500760023,0.842390431849,0.245769805493,0,17,1227.30636332
sweet cream,0,2.94160428167,1.2985910216,2.94160428167,0.987805142283,0.394772128788,0,15,1032.83077124
vanilla,1,2.59157576688,0.272061440174,2.59157576688,0.874864821164,0.0566120771341,1,16,923.532680173
vanilla,1,2.61064317789,0.0801910307627,2.61064317789,1.25371959748,0.51465309499,0,18,927.451860617
mexican vanilla,2,2.59580485968,0.46681916728,2.59580485968,1.44144439447,0.903536379976,1,3,1072.68246417
triplemex,3,1.78595793446,0.692606716127,1.78595793446,0.663095459158,0.484753306278,1,6,1028.92292002
mexican vanilla,2,0.718388652387,1.05846103124,0.718388652387,1.50933170148,0.289027654834,1,8,686.892354137
triplemex,3,3.57352912381,0.491704510071,3.57352912381,0.817452131795,0.681764180318,1,6,1456.76578353
mexican vanilla,2,1.88427333058,0.496570419984,1.88427333058,0.896265787199,0.55961946406,0,2,864.704995144
triplemex,3,2.81157084544,0.22779709904,2.81157084544,1.07738361114,0.0724659031164,1,10,1218.30464026
vanilla,1,4.17009995764,0.787261487411,4.17009995764,0.826622994591,0.453525163799,0,8,1366.90345467
triplemex,3,1.75741679296,0.743275516974,1.75741679296,1.07846869458,1.11888028482,0,18,1116.41728958
triplemex,3,1.80916009352,0.594175113708,1.80916009352,0.825788570142,0.101305314888,0,13,1029.08786474
triplemex,3,3.66069077005,0.0525115566619,3.66069077005,0.965594674629,0.247652018293,0,2,1364.15678432
sweet cream,0,2.53470008907,0.0608408797721,2.53470008907,1.22086837495,0.579289247154,0,17,766.532563591
vanilla,1,1.8284180288,0.175207172742,1.8284180288,0.685074340544,0.146260878811,0,15,708.179221777
vanilla,1,0.532125581608,2.46711438815,0.532125581608,0.819733065856,1.01941457992,1,1,710.627147148
vanilla,1,2.12325801134,1.29822944644,2.12325801134,1.09996008663,0.446098247404,1,16,981.653512864
vanilla,1,3.02232858443,0.734264049312,3.02232858443,0.679534119594,0.549446622924,1,3,1058.63035761
vanilla,1,0.208957672907,4.89423332553,0.208957672907,0.966933524156,0.4191815194,0,8,992.06896122
triplemex,3,3.4575746204,0.668054991965,3.4575746204,1.06971639086,0.661330883498,0,12,1477.2261792
mexican vanilla,2,0.430488704108,2.48103941878,0.430488704108,0.885012955705,0.326159751269,1,9,830.166180052
sweet cream,0,1.47453967808,2.11950319745,1.47453967808,1.12345349639,0.312876349449,1,6,749.191844583
triplemex,3,3.45066644066,0.709740980796,3.45066644066,1.09360669714,1.04995293157,1,1,1454.37425744
mexican vanilla,2,2.24964290906,0.102437810254,2.24964290906,1.36715276967,1.35143223591,1,3,953.285232756
sweet cream,0,1.83384159523,0.102504263452,1.83384159523,0.871073030489,0.171146724808,0,18,579.361958809
mexican vanilla,2,2.74100385235,0.131974966985,2.74100385235,0.889119870002,0.479527586688,1,6,1048.13654643
triplemex,3,1.50813780902,0.330665170816,1.50813780902,0.866671742547,1.10476638857,1,4,927.805921247
triplemex,3,2.22106588659,0.645530171075,2.22106588659,0.707057556184,0.189458774775,0,13,1143.2253965
triplemex,3,1.91142929513,0.77037944776,1.91142929513,1.10281530172,0.141798767385,1,4,1048.32670173
sweet cream,0,2.57175784764,0.34680993833,2.57175784764,0.96332542784,0.0991910065143,0,10,757.627106407
mexican vanilla,2,0.501775413634,2.38210822931,0.501775413634,0.91630175946,0.101625818108,0,0,769.171792786
sweet cream,0,2.418825588,1.45191898577,2.418825588,0.790645660991,1.02639899449,0,4,900.13935988
triplemex,3,1.62481216465,0.565065978927,1.62481216465,1.16340677554,0.671252694971,1,6,982.832826954
sweet cream,0,4.31082198463,1.06497127032,4.31082198463,1.10620898275,0.064961273023,1,14,1327.54892222
mexican vanilla,2,1.98679564182,0.641296870191,1.98679564182,0.450445250402,0.368608531075,0,0,888.92742954
triplemex,3,2.67970217251,0.448238908249,2.67970217251,0.931848008638,0.05852756696,1,4,1186.54254178
vanilla,1,1.36302050836,0.557458455436,1.36302050836,0.878640595173,0.261622950576,1,4,609.484167696
mexican vanilla,2,1.94658325565,1.1115066884,1.94658325565,1.21069994876,0.23294669164,1,13,1021.70475134
triplemex,3,1.41101394779,1.06337169518,1.41101394779,1.08588536459,1.26504618677,1,0,1003.19863348
mexican vanilla,2,2.94684914204,0.37309682861,2.94684914204,1.36821461354,0.684594956701,1,9,1164.85227455
sweet cream,0,2.06929058705,0.954406885876,2.06929058705,1.3667730517,0.399333632183,0,6,721.384545668
mexican vanilla,2,1.79160019325,0.561779639297,1.79160019325,0.990178704136,0.0530980187041,0,12,876.743324775
mexican vanilla,2,3.27628649823,0.822248755581,3.27628649823,1.09429418936,0.75851953966,1,1,1276.08926839
triplemex,3,3.1462535776,0.12905416348,3.1462535776,1.10409933886,0.347332639983,0,15,1318.12094563
mexican vanilla,2,1.51655632348,0.683993709613,1.51655632348,1.08246439208,0.348153010461,1,7,824.805502972
triplemex,3,4.21512357652,0.777381443775,4.21512357652,1.40928157193,0.33690620446,1,7,1652.5076735
mexican vanilla,2,2.35197877431,0.276215792621,2.35197877431,0.944558634471,1.39649801585,1,2,998.808432339
mexican vanilla,2,2.54130731613,0.619953190371,2.54130731613,0.900005504428,1.04017945943,0,1,1066.52882459
mexican vanilla,2,2.22040725735,0.0868541221547,2.22040725735,1.31460766339,1.06950501114,0,18,996.122044525
triplemex,3,3.08212070512,0.0800234248124,3.08212070512,1.02565311774,0.682049668695,0,14,1305.84139838
vanilla,1,2.19325103392,0.0948969183709,2.19325103392,1.18622035831,1.20102515232,1,18,867.088316718
vanilla,1,2.18965818046,0.286055727005,2.18965818046,1.0654578789,0.661648670442,1,10,826.929000719
sweet cream,0,0.456609575014,2.79600004849,0.456609575014,1.2948578623,0.301392415619,0,6,588.980884707
sweet cream,0,1.06910420643,1.27857024707,1.06910420643,0.989897353293,0.94109991334,0,19,609.035763162
vanilla,1,0.669514323386,2.215587526,0.669514323386,0.811384657545,0.0269005927418,1,18,742.552816644
triplemex,3,2.09529256503,1.18446287086,2.09529256503,0.817796727914,0.351917276567,1,8,1184.63080954
mexican vanilla,2,1.8570369492,0.725795873878,1.8570369492,0.749366051097,2.45490282517,0,13,1040.86868805
vanilla,1,2.58337206617,0.601891741945,2.58337206617,0.889010748637,0.887030208506,0,6,954.590374248
vanilla,1,3.77423647448,0.494975220167,3.77423647448,1.23863403587,0.955602755728,1,3,1235.49461172
mexican vanilla,2,0.801206698663,1.32203558186,0.801206698663,1.1637579903,0.0768889394795,0,2,695.761522841
sweet cream,0,0.226140189836,4.38455409511,0.226140189836,1.04936238765,1.31962107425,1,0,796.594114539
triplemex,3,1.48604526725,0.516109339928,1.48604526725,1.09194464356,0.413884311735,1,6,927.357490536
mexican vanilla,2,2.52114051554,0.701071527999,2.52114051554,1.0739736843,0.103459678132,1,7,1066.21063147
sweet cream,0,1.73912780932,0.76530256974,1.73912780932,1.24531504195,1.06345191732,0,2,622.712453992
sweet cream,0,0.199096407565,5.29950916122,0.199096407565,1.20284405623,0.707703849005,0,2,899.708420974
vanilla,1,0.142365238509,6.98443436003,0.142365238509,0.855454422524,0.766578284567,1,0,1273.42901324
triplemex,3,1.56799240972,0.721206400865,1.56799240972,1.2206681988,0.712167215473,0,6,986.552768924
mexican vanilla,2,1.48339171066,0.923995769153,1.48339171066,0.861639076492,0.320718277073,1,5,839.376319504
sweet cream,0,0.725571600338,2.12975491389,0.725571600338,1.11812653896,0.581875285881,1,13,611.894913773
mexican vanilla,2,2.07236806174,0.630175407639,2.07236806174,0.925039634383,0.240451128882,1,15,989.041200101
vanilla,1,0.894078516334,0.946272078486,0.894078516334,1.06543903932,0.468300545164,0,1,539.398980429
triplemex,3,1.78448853854,0.218146907522,1.78448853854,1.03229434167,0.56313200293,0,6,956.259125642
sweet cream,0,2.65185694986,1.04067738218,2.65185694986,1.27563018451,0.44543301959,0,5,876.542537248
mexican vanilla,2,3.43641180325,0.00708224177906,3.43641180325,1.12483652422,0.758289217083,0,19,1276.07844013
sweet cream,0,0.885887991322,0.519111802801,0.885887991322,1.24067403592,0.593264194055,0,12,398.927370241
vanilla,1,1.07955389079,0.981074448135,1.07955389079,0.961841651192,0.216591143925,1,17,665.573930324
mexican vanilla,2,1.38310710899,0.914716578411,1.38310710899,0.959601109577,0.252538931921,0,13,842.288019481
triplemex,3,3.0963411359,1.01489070045,3.0963411359,0.875700575585,0.153473591233,0,11,1406.99817321
triplemex,3,0.287727384905,3.5323002326,0.287727384905,0.766740795367,1.40935706273,1,4,1117.37866062
sweet cream,0,0.838143493108,0.232530629232,0.838143493108,0.841490820425,0.68796260444,0,3,300.545524447
vanilla,1,3.13010222885,0.935776232763,3.13010222885,1.11211750943,0.846977137802,1,4,1139.13778909
triplemex,3,1.69094071543,0.750048332055,1.69094071543,1.05883865495,0.119714654781,0,8,1000.69887064
vanilla,1,2.90482045018,0.304225411833,2.90482045018,1.02857291745,0.927880205959,0,15,1038.46151796
sweet cream,0,1.96073450525,0.599549052632,1.96073450525,1.01221720053,1.02197338946,0,9,684.312391285
vanilla,1,3.26429262686,0.267060305376,3.26429262686,0.66852649233,0.70899017354,1,7,1076.92992314
mexican vanilla,2,1.89721170969,0.409352938332,1.89721170969,1.12558581146,0.621426654308,1,5,882.781887378
mexican vanilla,2,1.46969413291,0.803526207307,1.46969413291,1.21686462774,0.692504078316,1,2,824.31258526
triplemex,3,0.732647517367,0.986144511832,0.732647517367,0.775467846868,1.17903483701,0,16,887.239040742
triplemex,3,1.52802319094,1.6156804704,1.52802319094,1.39281258642,0.465848866074,0,13,1134.79281229
mexican vanilla,2,2.96072637548,0.888510127732,2.96072637548,1.21430981271,1.11685738109,0,11,1268.01546059
mexican vanilla,2,3.31993851601,0.594571357662,3.31993851601,0.935891202312,0.864474718776,1,18,1341.88119821
sweet cream,0,2.96475782477,1.12974569809,2.96475782477,0.889133484262,0.25677779007,0,5,955.603268282
sweet cream,0,1.29763392825,0.510607171401,1.29763392825,1.35597322767,0.528881177389,1,2,456.291402464
triplemex,3,1.46559180624,0.323318866863,1.46559180624,1.13640765723,0.599464083589,1,13,937.960247026
mexican vanilla,2,2.49484419773,0.71921285501,2.49484419773,0.919376260609,0.472851050827,0,19,1131.59054031
vanilla,1,0.194870818387,5.2525258943,0.194870818387,1.02140325735,0.525809722451,0,1,1013.05830092
sweet cream,0,1.44101847081,0.980820772378,1.44101847081,0.880457233185,0.334844856768,0,7,566.163634262
triplemex,3,1.87627955348,0.877190228363,1.87627955348,1.21971254707,0.144183167742,1,9,1081.61528139
vanilla,1,1.25046262266,1.03340262917,1.25046262266,1.11173142335,0.446722522585,0,8,675.856027555
sweet cream,0,2.83937088796,0.305959621836,2.83937088796,0.91464374405,0.228850757049,1,1,787.49635307
sweet cream,0,2.02695782188,0.804420847966,2.02695782188,1.38249820188,0.26734621332,0,9,696.829878947
triplemex,3,2.10268403901,0.45732575943,2.10268403901,0.715788366215,0.437966831486,1,19,1135.89452217
vanilla,1,0.331494166963,2.69534778252,0.331494166963,1.2937462534,0.299130260085,1,8,697.48219215
triplemex,3,0.0558315374501,16.9020062658,0.0558315374501,0.639856908954,0.771882130182,1,3,3026.97178602
sweet cream,0,0.724060693416,1.36613094869,0.724060693416,0.974593099172,0.371868526899,1,15,495.324986796
triplemex,3,0.157674491365,6.55226006462,0.157674491365,0.864701072665,0.589203384367,1,2,1487.63541033
sweet cream,0,1.12067284746,0.335359116965,1.12067284746,1.09438834766,0.530520451465,1,6,403.753208765
mexican vanilla,2,1.18166173119,1.13755012351,1.18166173119,1.02176420236,0.102237446567,0,0,753.333937272
mexican vanilla,2,2.58392496949,0.809985389805,2.58392496949,0.735476016689,0.719157393027,0,13,1148.32072863
sweet cream,0,1.81930395388,1.25770728848,1.81930395388,1.00846567466,0.625275668524,0,14,752.813590566
vanilla,1,0.337256582808,2.38701077668,0.337256582808,0.831875535544,1.27575316353,0,13,714.808424664
vanilla,1,2.47773311095,0.0162061040025,2.47773311095,1.11511382321,1.93230667332,1,12,932.40043759
vanilla,1,0.859972064528,1.2915352744,0.859972064528,1.31923444921,0.153531440123,1,3,586.953754891
vanilla,1,1.98784156718,0.872440933364,1.98784156718,1.10256131736,0.394761565741,0,2,803.385100626
triplemex,3,0.181592981201,6.17407171921,0.181592981201,1.04679705187,0.797288014362,0,1,1435.74778031
sweet cream,0,2.36562207101,0.0170988785531,2.36562207101,0.867891249016,0.0877346645443,0,6,635.300212756
sweet cream,0,1.77165433238,0.363571698647,1.77165433238,0.962810505437,0.80671896474,0,4,565.487770172
sweet cream,0,0.96309781591,0.704774961156,0.96309781591,0.829923685763,0.363173802435,1,13,444.288777759
sweet cream,0,5.31596591122,0.249097684129,5.31596591122,1.15825424727,0.774839855601,1,3,1437.36415718
vanilla,1,1.5750033568,0.792962222323,1.5750033568,1.19213584678,1.42090532843,1,16,818.277525743
triplemex,3,1.35231504736,0.804351082184,1.35231504736,1.18419724006,0.724364613129,0,10,965.423232745
triplemex,3,1.46446539263,0.80223587448,1.46446539263,1.08483425703,0.780063122517,0,11,1000.13355951
mexican vanilla,2,2.58210247397,1.31003274073,2.58210247397,1.05651724054,0.230808611371,0,6,1166.0230981
triplemex,3,3.00683693886,0.218580643248,3.00683693886,1.31739311172,0.196669874682,1,17,1308.86896983
mexican vanilla,2,2.88627361608,0.0900436330047,2.88627361608,1.09055108316,0.984852285071,0,16,1147.04197189
triplemex,3,1.76563751342,1.09403418575,1.76563751342,0.85284941673,0.241240618305,1,19,1138.39933247
vanilla,1,1.10625779784,0.109749403489,1.10625779784,0.825458442022,0.46271219841,0,6,489.766137439
triplemex,3,3.53931345847,0.204997586465,3.53931345847,1.12065911657,0.443769234663,1,14,1435.73173725
sweet cream,0,1.60478891483,0.617301949967,1.60478891483,0.775116654032,0.306881583647,1,12,583.337533618
sweet cream,0,3.7126103905,0.235646771946,3.7126103905,1.04773039125,0.638833094907,0,12,1063.82311129
vanilla,1,2.52003977217,1.0262977056,2.52003977217,1.0568502793,0.341583059028,0,8,986.488554067
mexican vanilla,2,1.46599199722,1.28340646881,1.46599199722,0.915628661721,0.158463589638,1,2,866.257178403
sweet cream,0,3.09599898065,0.24464637706,3.09599898065,1.0171489063,1.0474035693,0,11,926.204071438
triplemex,3,0.421131214119,2.30870309897,0.421131214119,1.03075508358,0.0799091246179,0,18,964.829765275
vanilla,1,1.41096612335,0.647445293849,1.41096612335,1.20365561129,0.385724779415,1,10,673.773808776
mexican vanilla,2,4.4103304664,0.16989214246,4.4103304664,1.06739137554,1.01523977731,0,1,1466.36755784
triplemex,3,2.29434623683,0.52587337012,2.29434623683,0.924473930097,0.528242007483,0,10,1147.27545654
sweet cream,0,2.11433995784,0.767258730476,2.11433995784,0.784684172007,0.398418189582,0,8,709.872181888
vanilla,1,3.0529557276,1.18963433904,3.0529557276,1.10549285176,0.742927877659,1,4,1152.67441945
mexican vanilla,2,1.28527842069,0.97640674933,1.28527842069,1.01058017085,0.480950793174,0,5,798.912798598
mexican vanilla,2,3.05007892312,0.121935122081,3.05007892312,0.917650565145,0.201808355076,1,12,1140.24162137
vanilla,1,1.66062387419,1.09038795014,1.66062387419,0.626235647071,0.319213270841,1,13,809.684709789
triplemex,3,1.85552783918,1.6777284121,1.85552783918,1.02660084519,0.454498117946,1,15,1240.47893427
triplemex,3,3.07937490939,0.284178607877,3.07937490939,0.886294441584,0.767933513927,0,12,1328.95754976
triplemex,3,0.777612021496,0.8036077349,0.777612021496,1.08751828327,1.29494870349,0,14,869.39174705
vanilla,1,1.43006138165,0.00633821518551,1.43006138165,0.83345073247,1.10073400267,1,11,620.170383684
sweet cream,0,1.98629223829,0.0679175024817,1.98629223829,1.00934961693,0.791586138641,1,17,647.414788811
vanilla,1,1.80009196607,1.17635871924,1.80009196607,0.874928962973,0.499670491253,1,4,823.459755671
mexican vanilla,2,0.705055785458,1.02735303654,0.705055785458,0.780177657393,0.351653682696,0,9,673.191007239
sweet cream,0,2.30610272402,0.834384318507,2.30610272402,1.07869023004,0.179160965827,1,11,782.270898912
vanilla,1,3.22175182936,0.598417040544,3.22175182936,1.04761952572,0.542294077691,0,19,1162.69617351
sweet cream,0,2.83495366355,0.40075105643,2.83495366355,0.997589920403,0.381112224827,0,8,835.887404955
mexican vanilla,2,3.63465944795,1.01893912865,3.63465944795,0.811924415869,0.298982172502,1,10,1414.95023524
sweet cream,0,3.53590236421,0.646173746109,3.53590236421,0.617211009989,0.806085075105,1,1,1039.1435948
sweet cream,0,1.12193129524,1.69595147863,1.12193129524,0.95477658064,0.775638166209,1,10,639.295666561
mexican vanilla,2,0.663899507071,0.446677038277,0.663899507071,1.26963534044,0.37872343994,0,3,551.06968723
mexican vanilla,2,0.226245337735,4.08983206758,0.226245337735,0.777949088831,0.35179692387,1,1,980.849583475
sweet cream,0,0.480348056023,1.98914193233,0.480348056023,0.852109417942,0.324672759086,1,5,474.508817152
vanilla,1,2.78363545338,0.515077064863,2.78363545338,1.18059718506,0.238161844705,0,15,1006.52329279
vanilla,1,2.97794848623,0.7869414455,2.97794848623,0.840571850019,0.199210832426,0,1,1021.2134548
mexican vanilla,2,3.44525331106,0.317527063843,3.44525331106,0.991569506207,0.0739579460693,0,8,1234.5728407
triplemex,3,3.84337512267,0.597829865752,3.84337512267,0.484039860754,0.534563889805,0,3,1507.11877391
mexican vanilla,2,1.56577939314,0.917540149749,1.56577939314,0.987418564827,0.57101374323,0,2,849.525906428
sweet cream,0,3.09834340815,0.391703576087,3.09834340815,0.875800682966,0.046115308632,1,13,915.653559347
sweet cream,0,1.80475610763,0.808104949383,1.80475610763,1.12228377735,0.599523722568,0,8,651.359225662
triplemex,3,3.59240898013,0.346251739537,3.59240898013,0.701572668049,0.411192884603,1,11,1450.21223154
mexican vanilla,2,3.08624596155,0.769196325048,3.08624596155,1.07346651357,0.792502114449,1,0,1217.15377698
vanilla,1,0.710510564483,1.14468538621,0.710510564483,1.07883572791,0.758941715166,0,0,532.908220633
triplemex,3,3.71180946121,0.512673160129,3.71180946121,0.855917754941,0.813974627676,1,12,1531.39941274
triplemex,3,1.45543713234,0.751692686615,1.45543713234,1.07301751178,0.979924635384,1,5,978.19355794
vanilla,1,0.928302188456,0.732937475129,0.928302188456,0.66693018855,0.0756682222323,1,13,561.135021003
sweet cream,0,1.42830751602,0.341962605982,1.42830751602,0.502355781485,0.867240169326,0,12,515.752124622
mexican vanilla,2,1.54329230366,0.875960079508,1.54329230366,0.856746903274,1.02426608905,0,8,889.284367519
sweet cream,0,1.93302278456,0.987401510369,1.93302278456,1.02270763674,0.530834560088,1,6,704.089311794
vanilla,1,1.16398243,0.417477111191,1.16398243,0.94400240541,0.135763129336,0,18,594.957349888
mexican vanilla,2,2.04084745263,0.978176847437,2.04084745263,0.878682718048,1.38352600363,0,14,1077.1441522
mexican vanilla,2,3.11753556608,0.102669555675,3.11753556608,0.765838726188,1.02660168174,0,3,1141.24111877
mexican vanilla,2,3.12924541211,1.08257854685,3.12924541211,0.686753080117,0.461415723194,0,15,1322.26294586
triplemex,3,2.53915910719,0.131378372445,2.53915910719,1.33080073668,0.371399035308,1,13,1167.71289032
mexican vanilla,2,2.51607924803,0.803932015929,2.51607924803,0.815550174655,0.2474653181,1,10,1100.5072817
triplemex,3,2.5315679939,0.370225519832,2.5315679939,0.843128911934,0.88058340186,1,9,1203.20002784
vanilla,1,1.58427370285,1.17849733185,1.58427370285,0.910851900793,0.908347015562,1,14,840.547191474
sweet cream,0,0.0919379041956,11.1215470815,0.0919379041956,1.06710806742,0.602914086005,1,1,1742.89910712
triplemex,3,2.21425568513,0.246493064483,2.21425568513,1.0104877004,0.397264096195,1,12,1097.48498737
mexican vanilla,2,2.76321674261,1.16504545153,2.76321674261,1.00295242256,0.535610922044,1,8,1222.36516887
triplemex,3,4.17052461262,0.0172348431989,4.17052461262,0.875676085479,0.0569874477289,1,5,1499.07116071
triplemex,3,2.74925665401,0.12707690806,2.74925665401,1.06442295857,0.863304990419,1,6,1207.0563329
sweet cream,0,2.32930743051,0.737508730868,2.32930743051,1.01178614903,0.177938092989,0,3,724.944361099
vanilla,1,2.93981543497,0.678467763086,2.93981543497,0.588218754719,0.501560754058,1,5,1036.50781095
vanilla,1,4.07515100132,0.0333034461131,4.07515100132,1.07562444897,0.303183416558,1,14,1262.54743367
vanilla,1,2.21258061149,0.777794579035,2.21258061149,1.00113650673,0.558912702108,0,14,912.769066887
mexican vanilla,2,1.64129259559,0.802036662209,1.64129259559,1.27451377353,1.53286373912,1,7,934.467945373
vanilla,1,2.94770273531,0.785109853087,2.94770273531,1.10460816327,0.564586378896,0,1,1033.75834604
triplemex,3,1.56903823904,0.0847696721535,1.56903823904,0.936011468493,0.643302848615,1,15,938.628244762
